Sample,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
753,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,non-CYT
754,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,non-CYT
755,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,non-CYT
756,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,non-CYT
757,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,non-CYT
758,0.26,0.28,0.6,NA,0.5,0,0.54,0.31,non-CYT
759,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,non-CYT
760,0.48,0.52,NA,NA,0.5,0.5,0.51,0.22,non-CYT
761,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,non-CYT
762,0.5,0.57,0.62,0.25,0.5,0,NA,0.22,non-CYT
763,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,CYT
764,0.62,0.43,0.49,0.29,0.5,0,NA,0.27,CYT
765,0.45,0.41,0.49,0.14,1,0,0.53,0.3,CYT
766,0.47,0.49,0.6,NA,0.5,0,0.38,0.22,CYT
767,0.41,0.48,NA,NA,0.5,0,0.37,0.51,non-CYT
768,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22,CYT
769,NA,0.42,0.48,NA,0.5,0,0.58,0.22,CYT
770,NA,0.45,0.53,0.19,0.5,0,0.56,0.22,CYT
771,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,CYT
772,NA,0.46,0.58,0.26,NA,0,0.44,0.22,non-CYT
773,NA,0.72,NA,0.28,0.5,0,0.5,0.27,non-CYT
774,0.74,0.72,0.5,0.28,0.5,0,0.49,0.27,non-CYT
775,NA,0.62,0.52,0.14,0.5,0,0.53,0.22,CYT
776,0.77,0.72,0.48,0.26,0.5,0,0.51,0.22,non-CYT
777,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,non-CYT
778,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22,non-CYT
779,0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,non-CYT
780,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,non-CYT
781,0.38,0.45,0.37,0.19,0.5,0,0.52,0.3,non-CYT
782,NA,0.37,0.54,0.13,0.5,0,0.48,0.22,non-CYT
783,0.31,0.3,0.34,0.19,0.5,0,0.55,NA,non-CYT
784,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,non-CYT
785,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,non-CYT
786,0.45,0.4,NA,0.22,0.5,0,0.51,0.48,non-CYT
787,0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,non-CYT
788,0.77,0.78,0.51,0.28,0.5,0,0.33,0.22,non-CYT
789,0.74,0.71,0.52,NA,0.5,0,0.27,0.22,non-CYT
790,0.77,0.73,0.51,0.27,0.5,0,0.34,0.22,non-CYT
791,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22,non-CYT
792,0.78,0.69,0.44,0.26,NA,0,0.54,0.22,non-CYT
793,0.49,0.6,0.3,0.34,0.5,0,0.5,0.43,non-CYT
794,0.27,0.56,NA,0.14,0.5,0,0.52,0.39,non-CYT
795,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31,non-CYT
796,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,CYT
797,NA,0.71,0.27,0.39,0.5,0,0.31,0.22,non-CYT
798,0.97,0.71,0.29,NA,0.5,0,0.35,0.22,non-CYT
799,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,non-CYT
800,0.39,0.49,0.3,NA,0.5,0,NA,0.31,non-CYT
801,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,non-CYT
802,0.37,0.51,0.39,0.18,0.5,0,0.51,0.27,non-CYT
803,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,non-CYT
804,0.49,NA,0.52,0.2,0.5,0,0.55,0.22,non-CYT
805,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,non-CYT
806,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,non-CYT
807,0.37,0.48,0.5,NA,0.5,0,0.52,0.39,non-CYT
808,0.25,0.39,0.5,NA,0.5,0,0.5,0.28,non-CYT
809,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,non-CYT
810,0.56,0.5,0.56,0.26,0.5,0,NA,0.27,non-CYT
811,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,non-CYT
812,0.5,0.45,0.53,0.21,NA,0,0.28,0.22,non-CYT
813,0.46,0.37,0.48,0.36,0.5,0,0.48,0.22,non-CYT
814,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,non-CYT
815,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,non-CYT
816,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,CYT
817,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,non-CYT
818,0.51,0.48,0.46,NA,0.5,0,0.54,0.22,CYT
819,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4,non-CYT
820,0.69,0.7,0.5,0.3,0.5,0,0.54,0.22,non-CYT
821,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,non-CYT
822,0.55,0.63,0.54,0.16,0.5,0,0.45,0.27,CYT
823,NA,0.62,0.54,0.25,0.5,0,0.46,0.22,CYT
824,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,CYT
825,0.42,0.53,NA,0.17,0.5,0,0.49,0.22,CYT
826,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,CYT
827,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,CYT
828,NA,0.35,0.56,0.19,0.5,0,0.5,0.22,non-CYT
829,NA,0.48,0.56,0.56,0.5,0,0.47,0.22,non-CYT
830,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,CYT
831,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,CYT
832,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,non-CYT
833,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,non-CYT
834,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,non-CYT
835,0.3,0.3,NA,0.32,0.5,0,0.45,0.22,non-CYT
836,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,non-CYT
837,NA,0.39,0.5,0.15,0.5,0,0.48,0.37,non-CYT
838,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,non-CYT
839,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,non-CYT
840,0.32,0.48,0.49,0.17,0.5,0,0.47,NA,non-CYT
841,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,non-CYT
842,0.33,0.21,0.53,0.15,1,0,0.52,0.5,non-CYT
843,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,non-CYT
844,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,non-CYT
845,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,non-CYT
846,0.45,0.45,NA,0.17,0.5,0,0.54,0.22,CYT
847,0.28,0.51,0.55,0.19,0.5,0,NA,NA,CYT
848,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,CYT
849,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,CYT
850,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,CYT
851,0.51,0.46,0.4,NA,0.5,0,0.49,0.22,non-CYT
852,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,non-CYT
853,0.81,0.55,0.35,0.34,0.5,0,0.51,0.22,non-CYT
854,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,CYT
855,NA,0.27,0.5,0.33,0.5,0,0.53,0.26,CYT
856,0.36,0.33,NA,0.15,0.5,0,NA,0.36,non-CYT
857,NA,0.5,0.56,0.11,0.5,0,NA,0.22,CYT
858,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,CYT
859,0.48,0.48,0.56,0.18,0.5,0,0.58,0.22,CYT
860,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,non-CYT
861,0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,non-CYT
862,0.29,0.4,0.41,0.48,0.5,0,0.53,NA,non-CYT
863,0.58,0.53,0.33,NA,0.5,0,0.51,0.22,non-CYT
864,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,CYT
865,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,CYT
866,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22,CYT
867,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,non-CYT
868,NA,0.45,0.54,0.4,0.5,0,0.55,0.22,non-CYT
869,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,non-CYT
870,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,non-CYT
871,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,non-CYT
872,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,non-CYT
873,0.24,NA,0.47,0.16,0.5,0,0.51,0.38,non-CYT
874,NA,0.39,0.53,0.14,0.5,0,0.43,0.26,non-CYT
875,NA,0.16,0.59,0.08,0.5,0,0.51,NA,non-CYT
876,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,non-CYT
877,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,non-CYT
878,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,non-CYT
879,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,non-CYT
880,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,non-CYT
881,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,non-CYT
882,0.33,0.28,0.52,NA,0.5,0,0.51,0.86,non-CYT
883,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,non-CYT
884,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,non-CYT
885,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,non-CYT
886,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,non-CYT
887,0.43,0.41,0.51,0.34,0.5,0,NA,0.28,non-CYT
888,0.64,0.5,NA,0.1,0.5,0,0.51,0.22,non-CYT
889,0.41,0.52,0.56,NA,0.5,0,0.48,0.32,non-CYT
890,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,non-CYT
891,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,non-CYT
892,0.41,0.52,NA,0.22,NA,0,0.52,0.44,non-CYT
893,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,non-CYT
894,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,CYT
895,0.4,0.6,0.5,NA,0.5,0,0.51,0.22,CYT
896,0.54,0.53,0.53,0.17,0.5,0,0.51,NA,non-CYT
897,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,CYT
898,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,CYT
899,NA,0.46,0.54,0.37,0.5,0,NA,0.3,non-CYT
900,NA,0.41,0.43,0.61,0.5,0,0.53,0.22,non-CYT
901,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,non-CYT
902,0.49,0.67,0.5,NA,0.5,0,0.43,0.22,non-CYT
903,0.44,0.33,NA,0.16,0.5,0,0.49,0.22,non-CYT
904,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,non-CYT
905,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,non-CYT
906,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22,non-CYT
907,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,non-CYT
908,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,non-CYT
909,0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,non-CYT
910,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,non-CYT
911,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,non-CYT
912,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,non-CYT
913,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,non-CYT
914,0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,non-CYT
915,0.42,0.21,0.59,0.3,0.5,0,NA,0.27,non-CYT
916,0.6,0.48,0.46,NA,0.5,0,0.4,0.33,CYT
917,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,CYT
918,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,non-CYT
919,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,non-CYT
920,NA,0.43,0.5,0.25,0.5,0,0.47,0.22,non-CYT
921,0.47,0.53,0.48,0.51,0.5,0,0.54,NA,non-CYT
922,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,non-CYT
923,0.45,0.52,0.5,0.12,0.5,0,NA,0.22,CYT
924,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,non-CYT
925,NA,0.58,0.5,0.22,0.5,0,0.47,0.22,non-CYT
926,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,non-CYT
927,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,non-CYT
928,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,non-CYT
929,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22,CYT
930,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,CYT
931,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,CYT
932,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT
933,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT
934,NA,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
935,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
936,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
937,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
938,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22,CYT
939,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,non-CYT
940,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,non-CYT
941,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,non-CYT
942,0.57,0.37,0.43,0.27,0.5,0,NA,0.28,non-CYT
943,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,non-CYT
944,0.48,0.45,0.63,NA,0.5,0,0.58,0.22,non-CYT
945,0.34,0.48,0.47,0.19,0.5,0,0.5,0.3,non-CYT
946,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,non-CYT
947,0.38,0.44,NA,0.44,0.5,0,0.47,0.51,non-CYT
948,0.4,0.3,0.57,0.13,0.5,0,0.46,NA,non-CYT
949,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,non-CYT
950,0.52,0.46,0.56,0.25,0.5,0,0.52,NA,non-CYT
951,0.44,0.5,0.55,NA,0.5,0,0.48,0.22,non-CYT
952,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,non-CYT
953,0.5,0.56,NA,0.25,0.5,0,0.42,0.22,non-CYT
954,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,non-CYT
955,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,non-CYT
956,0.57,0.42,0.63,0.22,0.5,0,0.68,NA,non-CYT
957,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,non-CYT
958,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22,non-CYT
959,0.36,0.49,NA,0.21,0.5,0,0.55,0.33,non-CYT
960,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,non-CYT
961,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,non-CYT
962,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,CYT
963,0.46,0.35,NA,0.18,0.5,0,0.3,0.25,CYT
964,0.46,0.35,0.69,0.18,0.5,0,NA,0.25,CYT
965,NA,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
966,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
967,NA,0.51,0.48,0.12,0.5,0,0.54,0.31,CYT
968,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,CYT
969,0.61,0.53,0.59,0.17,0.5,0,NA,0.28,CYT
970,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
971,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
972,0.44,0.56,NA,0.18,0.5,0,0.5,0.11,CYT
973,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,CYT
974,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27,CYT
975,NA,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT
976,NA,0.37,0.63,NA,0.5,0,0.4,0.14,CYT
977,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,CYT
978,0.58,0.45,0.55,NA,0.5,0,0.48,0.11,CYT
979,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,CYT
980,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,CYT
981,0.43,0.33,0.67,0.12,0.5,0,0.45,NA,CYT
982,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,CYT
983,0.58,0.44,0.5,NA,0.5,0,0.52,0.22,CYT
984,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,CYT
985,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
986,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
987,0.34,0.34,NA,0.4,0.5,0,0.32,0.16,CYT
988,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
989,0.43,0.22,0.79,0.79,0.5,0,0.22,0,CYT
990,0.35,0.21,1,0.8,0.5,0,0.13,0.01,CYT
991,0.35,0.21,1,0.8,NA,0,0.13,0.01,CYT
992,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22,CYT
993,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22,CYT
994,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,CYT
995,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,CYT
996,0.48,0.46,0.58,0.16,0.5,0,0.45,NA,CYT
997,0.48,0.55,NA,0.1,0.5,0,0.55,0.22,CYT
998,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,CYT
999,0.69,0.54,0.55,0.23,0.5,0,0.73,NA,CYT
1000,0.73,0.6,0.47,NA,0.5,0,0.72,0.22,CYT
1001,0.78,0.82,0.56,0.21,0.5,0,0.69,0.22,CYT
1002,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,non-CYT
1003,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,non-CYT
1004,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,non-CYT
1005,0.47,0.56,NA,0.5,0.5,0,0.51,0.22,non-CYT
1006,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,CYT
1007,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,CYT
1008,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,CYT
1009,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,CYT
1010,0.32,0.44,0.54,NA,0.5,0,0.4,0.19,CYT
1011,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26,CYT
1012,0.46,0.39,0.54,0.22,0.5,0,0.48,4.501091644,CYT
1013,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,CYT
1014,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22,CYT
1015,0.46,0.54,0.59,NA,0.5,0,0.53,0.21,CYT
1016,0.46,0.54,0.59,NA,0.5,0,0.53,0.21,CYT
1017,0.39,0.65,0.57,0.19,0.5,0,0.44,0.25,CYT
1018,0.39,0.65,0.57,0.19,0.5,0,NA,NA,CYT
1019,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
1020,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
1021,0.51,NA,0.58,0.17,0.5,0,0.47,0.28,CYT
1022,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11,CYT
1023,0.5,0.5,NA,0.23,0.5,0,0.35,0.11,CYT
1024,NA,0.49,0.65,0.28,0.5,0,0.59,0.57,CYT
1025,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,CYT
1026,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,CYT
1027,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT
1028,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT
1029,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,non-CYT
1030,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,non-CYT
1031,NA,0.46,0.58,0.08,0.5,0,0.51,0.28,non-CYT
1032,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27,CYT
1033,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22,CYT
1034,0.57,0.5,0.4,0.08,0.5,0,0.47,0.22,non-CYT
1035,NA,0.4,0.5,0.28,0.5,0,0.48,0.27,CYT
1036,0.34,0.25,0.55,0.28,0.5,0,0.51,0.49,CYT
1037,0.77,0.86,0.44,0.27,0.5,0,0.48,0.22,non-CYT
1038,0.59,0.54,0.53,NA,0.5,0,0.48,0.22,CYT
1039,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68,CYT
1040,0.39,1,0.38,0.41,0.5,0,0.5,0.27,non-CYT
1041,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22,CYT
1042,0.39,0.46,0.33,NA,0.5,0,0.53,0.22,non-CYT
1043,0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,non-CYT
1044,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22,non-CYT
1045,0.56,0.65,0.49,0.56,NA,0,0.49,0.22,non-CYT
1046,0.53,NA,0.55,0.57,0.5,0,0.46,0.22,non-CYT
1047,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,non-CYT
1048,0.47,0.58,0.47,0.52,0.5,0,0.54,NA,non-CYT
1049,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,CYT
1050,0.6,0.51,0.49,0.18,0.5,0,0.53,0.38,CYT
1051,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22,non-CYT
1052,0.55,0.52,0.44,0.2,0.5,0,0.56,0.22,non-CYT
1053,NA,0.38,0.56,0.09,0.5,0,0.46,0.22,CYT
1054,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22,CYT
1055,0.55,0.55,0.52,0.13,0.5,0,NA,0.25,CYT
1056,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22,CYT
1057,0.34,0.46,0.52,0.19,0.5,0,NA,0.26,CYT
1058,0.58,0.56,0.46,0.14,0.5,0,0.51,0.22,CYT
1059,0.46,0.47,NA,0.18,1,0,0.46,0.22,non-CYT
1060,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27,CYT
1061,0.56,0.49,0.32,0.22,0.5,0,0.5,0.22,non-CYT
1062,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22,CYT
1063,0.44,0.51,0.53,0.3,0.5,0,0.53,0.22,CYT
1064,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31,CYT
1065,0.51,NA,0.32,NA,0.5,0,NA,0.22,non-CYT
1066,0.46,0.38,0.51,0.2,NA,0,0.51,0.22,CYT
1067,NA,NA,0.35,NA,0.5,0,0.49,0.22,non-CYT
1068,0.54,0.44,0.35,0.19,NA,0,NA,0.27,non-CYT
1069,0.65,NA,NA,0.12,0.5,0,0.52,0.27,non-CYT
1070,0.41,0.4,0.56,0.17,0.5,0,0.56,0.22,CYT
1071,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22,non-CYT
1072,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31,non-CYT
1073,0.59,0.55,0.57,0.18,0.5,0,0.51,0.22,CYT
1074,0.48,0.51,NA,0.24,0.5,0,0.54,0.38,CYT
1075,0.39,0.3,0.63,0.2,0.5,0,0.43,0.47,CYT
1076,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29,non-CYT
1077,0.77,0.82,0.4,0.36,0.5,0,0.38,NA,non-CYT
1078,NA,0.55,0.39,0.09,1,0,0.55,0.25,non-CYT
1079,0.42,NA,0.33,0.23,0.5,0,0.39,0.26,non-CYT
1080,0.47,0.37,0.46,0.28,0.5,0,0.52,0.99,non-CYT
1081,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27,non-CYT
1082,0.3,0.33,0.55,0.12,0.5,0,NA,0.38,CYT
1083,0.49,0.49,0.52,0.18,0.5,0,NA,0.25,non-CYT
1084,0.54,0.59,0.57,0.34,0.5,0,0.49,0.22,non-CYT
1085,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22,non-CYT
1086,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3,non-CYT
1087,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,non-CYT
1088,0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,non-CYT
1089,0.53,0.49,0.47,0.21,0.5,0,0.53,NA,CYT
1090,0.7,0.57,0.34,0.19,0.5,0,0.53,0.27,non-CYT
1091,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25,CYT
1092,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29,non-CYT
1093,0.4,0.49,0.53,NA,0.5,0,0.44,0.26,non-CYT
1094,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22,non-CYT
1095,0.42,0.42,0.55,0.31,0.5,0,NA,0.22,non-CYT
1096,0.45,0.41,0.53,0.49,0.5,0,0.49,0.31,non-CYT
1097,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34,non-CYT
1098,0.47,NA,0.47,0.22,0.5,0,0.53,0.45,non-CYT
1099,0.33,0.42,0.55,0.23,0.5,0,0.52,0.43,non-CYT
1100,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25,CYT
1101,0.37,0.47,0.49,0.12,0.5,0,0.47,0.31,non-CYT
1102,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,non-CYT
1103,0.38,0.42,0.31,3.000727763,0.5,0,0.52,0.22,non-CYT
1104,0.46,0.56,0.56,0.25,0.5,0,0.43,0.22,non-CYT
1105,NA,0.55,0.57,0.17,0.5,0,0.52,0.66,non-CYT
1106,0.37,0.55,0.52,0.13,0.5,0,0.42,0.8,CYT
1107,0.46,0.48,0.38,0.22,0.5,0,NA,0.45,non-CYT
1108,0.8,0.69,0.53,0.33,0.5,0,NA,0.22,non-CYT
1109,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34,non-CYT
1110,0.19,0.16,0.68,NA,3.500849057,0,0.49,0.21,non-CYT
1111,0.64,0.31,0.53,0.15,0.5,0,0.53,0.31,CYT
1112,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22,non-CYT
1113,0.47,0.56,0.51,0.2,0.5,0,0.52,0.59,non-CYT
1114,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22,non-CYT
1115,0.48,0.55,NA,0.18,0.5,0,0.38,0.69,non-CYT
1116,0.57,0.51,0.34,0.13,0.5,0,0.53,0.27,non-CYT
1117,0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,non-CYT
1118,0.54,0.5,0.51,0.26,0.5,0,0.52,0.22,CYT
1119,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27,CYT
1120,0.27,0.41,NA,0.2,0.5,0,NA,0.22,non-CYT
1121,0.25,0.35,0.22,0.18,0.5,0,0.46,0.22,non-CYT
1122,0.39,0.45,0.51,0.29,0.5,0,NA,0.22,CYT
1123,NA,0.47,0.55,0.24,0.5,0,0.45,0.67,non-CYT
1124,0.37,0.4,0.38,0.18,0.5,0,0.51,0.22,non-CYT
1125,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22,CYT
1126,0.66,0.43,0.57,0.6,NA,0,0.19,0.33,non-CYT
1127,0.55,0.4,0.62,0.22,0.5,0,0.37,0.28,non-CYT
1128,NA,0.46,0.6,0.18,0.5,0,0.51,0.26,non-CYT
